image_url;A;B;C;doubleAgreement;tripleAgreement
IMG_00550.png;[(77, 497), (27, 699), (319, 624), (441, 619), (618, 705), (732, 586), (858, 556), (968, 675), (926, 751), (829, 295), (838, 134), (845, 35), (433, 181), (364, 29), (253, 134), (330, 313)];[(427, 212), (326, 278), (447, 631), (419, 729), (612, 696), (49, 706), (740, 567), (992, 650)];[(311, 279), (446, 197), (775, 529), (875, 522), (431, 615), (234, 128), (871, 151), (609, 693)];[(38, 703), (441, 622), (613, 698), (736, 577), (440, 197), (244, 131), (319, 279)];[(440, 622), (613, 698)]
IMG_00551.png;[(388, 530), (660, 427), (849, 458), (908, 537), (973, 620), (917, 300), (887, 186), (740, 94), (615, 155), (477, 73), (283, 286), (44, 63), (39, 226), (176, 700), (210, 527), (678, 742), (548, 558), (502, 659), (318, 178)];[(572, 202), (654, 424), (891, 193), (410, 138), (354, 535), (654, 732), (899, 742), (890, 500), (23, 195)];[(572, 183), (721, 73), (971, 227), (706, 449), (546, 541), (371, 529), (199, 540), (281, 280), (321, 155), (443, 108), (308, 60)];[(372, 531), (657, 426), (889, 190), (731, 84), (282, 283), (205, 534), (666, 737), (547, 550), (320, 167), (572, 193)];[]
IMG_00552.png;[(110, 415), (227, 437), (119, 645), (349, 175), (532, 36), (536, 200), (756, 202), (681, 614), (481, 534)];[(312, 222), (773, 163), (559, 216), (670, 610), (417, 644), (202, 447)];[(338, 215), (216, 439), (672, 600), (455, 524), (554, 168), (855, 610)];[(216, 442), (548, 208), (675, 609), (468, 529), (325, 219)];[(215, 441), (675, 608)]
IMG_00553.png;[(332, 672), (470, 727), (664, 573), (587, 470), (914, 674), (908, 303), (952, 37), (892, 189), (716, 250), (619, 155), (170, 41), (34, 126)];[(693, 529), (467, 713), (399, 635), (897, 526), (910, 663), (154, 64)];[(726, 529), (914, 274), (415, 630)];[(469, 720), (912, 669), (911, 289), (162, 53), (407, 633)];[]
IMG_00554.png;[(63, 289), (234, 142), (306, 310), (426, 198), (633, 63), (776, 147), (874, 64), (835, 328), (879, 560), (954, 652), (731, 563), (615, 698), (331, 670), (417, 643), (28, 512)];[(401, 235), (305, 298), (871, 315), (841, 173), (857, 544), (964, 680), (412, 742), (81, 310)];[(399, 228), (295, 298), (223, 162), (809, 148), (861, 56), (602, 676), (461, 646), (75, 316), (853, 550)];[(74, 306), (229, 152), (303, 303), (868, 60), (864, 552), (959, 666), (609, 687), (400, 232)];[(73, 305), (302, 302), (863, 552)]
IMG_00555.png;[(201, 555), (177, 741), (351, 557), (510, 666), (653, 488), (938, 654), (925, 266), (729, 87), (578, 156), (414, 130)];[(377, 554), (679, 449), (390, 150), (28, 90), (12, 235), (196, 566), (171, 722), (942, 286), (555, 210), (704, 100)];[(354, 539), (576, 198), (874, 235), (400, 146), (271, 312), (202, 566), (528, 544)];[(201, 563), (174, 732), (361, 551), (934, 276), (717, 94), (402, 144), (566, 204)];[(200, 563), (361, 550)]
IMG_00556.png;[(315, 238), (750, 181), (403, 601), (102, 661), (171, 494), (967, 537), (527, 165)];[(323, 200), (464, 570), (796, 160), (510, 52), (96, 631), (185, 466), (659, 626)];[(463, 528), (267, 223), (196, 449), (255, 659)];[(191, 458)];[]
IMG_00557.png;[(183, 277), (265, 371), (446, 586), (899, 567), (723, 545), (799, 428), (807, 308), (739, 166), (571, 194), (82, 194), (58, 121)];[(571, 196), (812, 297), (794, 391), (751, 525), (875, 582), (465, 595), (267, 373), (35, 202), (68, 101)];[(548, 214), (760, 300), (782, 392), (756, 526), (56, 99), (916, 217), (462, 588), (294, 364)];[(276, 370), (458, 590), (887, 575), (810, 303), (568, 199), (62, 108), (788, 392), (754, 526)];[(276, 370), (458, 590), (61, 107)]
IMG_00558.png;[(190, 632), (563, 575), (389, 739), (671, 108), (989, 175), (931, 495), (93, 152), (183, 65), (47, 484)];[(956, 442), (563, 568), (378, 707), (19, 525), (661, 104), (999, 186), (211, 45), (181, 707)];[(240, 410), (269, 212), (966, 229), (402, 681), (695, 290)];[(563, 572), (666, 106), (994, 181)];[]
IMG_00559.png;[(134, 391), (278, 154), (500, 25), (808, 199), (964, 175), (933, 482), (859, 661), (575, 470), (628, 354), (631, 131), (334, 671), (441, 541)];[(135, 405), (263, 180), (443, 50), (619, 172), (807, 216), (955, 191), (939, 489), (646, 536)];[(497, 392), (646, 534), (809, 232), (270, 178), (332, 650), (872, 678), (632, 171), (631, 57)];[(135, 398), (271, 174), (808, 217), (960, 183), (936, 486), (866, 670), (333, 661), (626, 172), (646, 535)];[]
IMG_00560.png;[(488, 505), (551, 205), (807, 205), (978, 251), (918, 616), (612, 715), (198, 516), (16, 548), (176, 264), (260, 189), (302, 127), (144, 108)];[(495, 544), (637, 696), (538, 251), (167, 255), (187, 538), (21, 548), (387, 728), (951, 621), (983, 233), (455, 72)];[(445, 551), (547, 232), (183, 271), (176, 81), (901, 626), (802, 259), (196, 507), (286, 185)];[(547, 231), (981, 242), (910, 621), (196, 520), (19, 548), (176, 264), (273, 187)];[(176, 264)]
IMG_00641.png;[(213, 380), (408, 628), (1002, 674)];[(320, 122), (527, 214), (128, 192), (234, 243), (611, 410), (390, 642)];[(213, 394), (328, 111), (385, 633), (947, 115)];[(213, 387), (395, 635), (324, 117)];[(395, 635)]
IMG_00642.png;[(813, 183), (976, 316), (626, 385)];[(813, 189), (623, 382)];[(980, 323), (620, 370), (269, 739)];[(813, 186), (978, 320), (624, 380)];[(623, 379)]
IMG_00643.png;[(218, 345), (877, 590), (865, 460)];[(728, 646), (986, 331), (196, 456), (46, 248)];[(721, 664), (881, 592), (878, 477), (195, 455), (296, 190), (423, 491), (771, 487)];[(879, 591), (872, 469), (725, 655), (196, 456)];[]
IMG_00644.png;[(188, 399), (119, 54), (569, 375), (961, 450), (684, 614), (748, 636), (877, 193)];[(591, 374), (180, 391), (600, 521), (743, 592), (948, 446), (859, 199), (118, 42)];[(607, 373), (179, 392), (423, 361), (940, 439), (824, 576), (751, 590), (605, 514), (857, 193), (98, 47), (745, 274)];[(183, 394), (113, 48), (590, 375), (950, 446), (865, 196), (603, 518), (747, 591)];[(183, 394), (112, 48), (950, 445), (865, 195)]
IMG_00645.png;[(99, 509), (208, 486), (329, 714), (440, 634), (922, 166)];[];[(862, 204), (214, 458), (100, 498), (447, 641), (332, 724)];[(100, 504), (211, 472), (331, 719), (444, 638)];[]
IMG_00652.png;[(164, 394), (105, 56), (292, 181), (561, 368), (937, 446), (707, 611), (853, 207), (712, 183)];[(159, 387), (587, 374), (927, 434), (700, 619)];[(562, 373), (904, 410), (749, 278), (427, 363), (160, 389), (113, 47), (866, 196), (821, 598)];[(162, 391), (109, 52), (571, 373), (932, 440), (704, 615), (860, 202)];[(161, 390), (570, 372)]
IMG_00653.png;[(76, 654), (174, 591), (530, 452)];[(505, 471), (74, 642), (897, 64)];[(525, 474), (70, 655), (160, 573), (829, 580), (901, 54)];[(74, 651), (167, 582), (522, 469), (899, 59)];[(74, 651)]
IMG_00654.png;[(983, 382), (50, 176)];[];[(1001, 381)];[(992, 382)];[]
IMG_00656.png;[(374, 271), (510, 583)];[];[(444, 129), (518, 590), (439, 221)];[(514, 587)];[]
IMG_00665.png;[(653, 673), (183, 86), (418, 213), (199, 338), (133, 580)];[(179, 71), (200, 320), (643, 677)];[(647, 675), (111, 566), (439, 220), (189, 337)];[(648, 676), (181, 79), (429, 217), (197, 332), (122, 573)];[(648, 675), (196, 332)]
IMG_00666.png;[(123, 543), (399, 443), (689, 364), (786, 298), (886, 596), (604, 203)];[(131, 562), (395, 458), (683, 354)];[(700, 361), (881, 591), (119, 550), (392, 459), (799, 372), (788, 300)];[(125, 552), (396, 455), (691, 360), (787, 299), (884, 594)];[(125, 552), (396, 454), (691, 360)]
IMG_00667.png;[(140, 570), (333, 45), (293, 138), (527, 366), (797, 469)];[(555, 370), (304, 48)];[(800, 469), (139, 560), (315, 49), (844, 145)];[(140, 565), (318, 48), (541, 368), (799, 469)];[(318, 48)]
IMG_00668.png;[(524, 543), (769, 529), (34, 449), (625, 739)];[(760, 522), (534, 556), (26, 451)];[(774, 518), (16, 464), (531, 542), (837, 176)];[(530, 548), (769, 524), (26, 455)];[(530, 547), (768, 523), (26, 455)]
IMG_00669.png;[(936, 186), (819, 75), (398, 28), (830, 588), (696, 659)];[(411, 23), (823, 595)];[(385, 225), (779, 231), (848, 603), (705, 650)];[(405, 26), (834, 596), (701, 655)];[(834, 596)]
IMG_00670.png;[(208, 216), (917, 180), (173, 692)];[(160, 236)];[(919, 176), (157, 226)];[(918, 178), (159, 231)];[]
IMG_00671.png;[(817, 396), (584, 392), (366, 665)];[(549, 557), (444, 40)];[(580, 398), (449, 664), (775, 394)];[(582, 395)];[]
IMG_00672.png;[(514, 450), (500, 729), (299, 710), (235, 444), (158, 169), (51, 97)];[(379, 677), (185, 218), (513, 233)];[(183, 189), (594, 468), (521, 217), (377, 664), (388, 540)];[(378, 671), (184, 204), (517, 225)];[]
IMG_00620.png;[(422, 130), (58, 116), (456, 537), (77, 457), (534, 444), (972, 531), (605, 31)];[(68, 108), (460, 535), (66, 473), (526, 458), (428, 135)];[(451, 150), (90, 107), (511, 455), (461, 547), (87, 455)];[(432, 138), (71, 110), (460, 541), (77, 462), (525, 453)];[(459, 540), (77, 462), (524, 453)]
IMG_00622.png;[(113, 87), (746, 136), (882, 660), (399, 649), (255, 313)];[(271, 138), (398, 648)];[(276, 136), (258, 298), (146, 82), (400, 642), (164, 654)];[(400, 647), (257, 306), (274, 137)];[(399, 647)]
IMG_00623.png;[(783, 220), (936, 198), (907, 609), (270, 664)];[(951, 288), (248, 296)];[(237, 301), (332, 586), (801, 209), (951, 282), (181, 96)];[(792, 215), (951, 285), (243, 299)];[]
IMG_00624.png;[(325, 578), (823, 655), (168, 360)];[(164, 357), (251, 422), (828, 648)];[(171, 358), (833, 657)];[(828, 654), (168, 359)];[(828, 654), (168, 359)]
IMG_00625.png;[(49, 618), (134, 560), (104, 80), (871, 76), (601, 176), (183, 174)];[(260, 437), (109, 82), (969, 102)];[(178, 180), (99, 86), (136, 584)];[(135, 572), (104, 83), (181, 177)];[(104, 83)]
IMG_00626.png;[(62, 109), (260, 86), (425, 278)];[(663, 82), (58, 117), (135, 223), (819, 632)];[(575, 345), (419, 280), (144, 230)];[(60, 113), (422, 279), (140, 227)];[]
IMG_00627.png;[(72, 532), (160, 439), (424, 244), (551, 266)];[(536, 272), (80, 516), (171, 438), (825, 57)];[(560, 247), (93, 499), (171, 428), (610, 328), (691, 457), (725, 158)];[(82, 517), (168, 436), (550, 264)];[(168, 435)]
IMG_00628.png;[(65, 451), (446, 120), (75, 87), (973, 508), (450, 539), (425, 707), (537, 445)];[(69, 110), (434, 116), (738, 698)];[(441, 109), (540, 431), (71, 472), (64, 99), (755, 703)];[(68, 462), (441, 116), (70, 99), (539, 438), (747, 701)];[(441, 115), (70, 99)]
IMG_00629.png;[(895, 54), (376, 421)];[(348, 412), (149, 406), (975, 291), (531, 25)];[(88, 176), (152, 410), (374, 280), (596, 550)];[(362, 417), (151, 408)];[]
IMG_00630.png;[(667, 686), (379, 738), (175, 367)];[(181, 435), (94, 438), (705, 667), (504, 700), (398, 745), (684, 337), (750, 397)];[(677, 335), (854, 517), (746, 671), (507, 701)];[(389, 742), (506, 701), (681, 336)];[]
IMG_00631.png;[(97, 692), (77, 306), (279, 680), (714, 473), (720, 711), (995, 590), (506, 461), (607, 379)];[(656, 330), (601, 376), (495, 450), (280, 695), (98, 677), (74, 288), (644, 593)];[(494, 448), (667, 287), (606, 379), (271, 693), (82, 270), (709, 639), (94, 680)];[(97, 684), (77, 288), (277, 690), (499, 454), (606, 379)];[(97, 683), (277, 690), (499, 453), (605, 378)]
IMG_00632.png;[];[(125, 508), (408, 663)];[(457, 686), (315, 610)];[];[]
IMG_00633.png;[(545, 150), (460, 175), (764, 136), (965, 566), (454, 694)];[(469, 166), (901, 431), (643, 275), (204, 642)];[(627, 240), (483, 176), (548, 146), (915, 425), (879, 639)];[(547, 148), (471, 173), (908, 428)];[(471, 173)]
IMG_00634.png;[(57, 223), (346, 33), (466, 204), (689, 237), (624, 460)];[(625, 463), (689, 250), (353, 23), (90, 193)];[(694, 244), (626, 456), (621, 305), (570, 361), (437, 202), (73, 200), (388, 31)];[(74, 204), (350, 28), (452, 203), (691, 244), (626, 460)];[(691, 244), (625, 460)]
IMG_00635.png;[(330, 188), (179, 119), (626, 114), (783, 128), (984, 34), (525, 682), (368, 629), (92, 633)];[(323, 193), (643, 138), (515, 678)];[(294, 193), (662, 128), (807, 79), (188, 120)];[(319, 193), (184, 120), (644, 131), (520, 680)];[]
IMG_00636.png;[(986, 108), (304, 535)];[(558, 385), (35, 168), (984, 100)];[(548, 396), (59, 60), (37, 182)];[(985, 104), (553, 391), (36, 175)];[]
IMG_00637.png;[(324, 420), (979, 188), (789, 673)];[(358, 391), (970, 203)];[(338, 404), (990, 188), (782, 652), (961, 503), (764, 430)];[(340, 405), (980, 193), (786, 663)];[(980, 193)]
IMG_00638.png;[(66, 632), (171, 671), (677, 666), (364, 762)];[(676, 666)];[(645, 667), (843, 524), (222, 564)];[(677, 666)];[]
IMG_00639.png;[(20, 288), (173, 231), (687, 479), (275, 670), (402, 704), (67, 683)];[(53, 285), (85, 666), (585, 372)];[(377, 696), (79, 668), (235, 696), (634, 282)];[(390, 700), (78, 673)];[(77, 673)]
IMG_00640.png;[(59, 564)];[];[];[];[]
IMG_00701.png;[(668, 371)];[(650, 380), (955, 300), (635, 213), (551, 540), (390, 52)];[(657, 382), (640, 202), (956, 290), (262, 170), (550, 530), (60, 140)];[(659, 378), (956, 295), (638, 208), (551, 535)];[(659, 378)]
IMG_00705.png;[(45, 175)];[(339, 45), (333, 362)];[(221, 201), (340, 50)];[(340, 48)];[]
IMG_00706.png;[(811, 511)];[(534, 315), (815, 532)];[(350, 423), (835, 537), (935, 679), (477, 390)];[(819, 529)];[]
IMG_00707.png;[(18, 369), (530, 225), (423, 206), (456, 91)];[(711, 73)];[(413, 642)];[];[]
IMG_00708.png;[(189, 432), (78, 286), (652, 184), (789, 177), (601, 464), (694, 564), (350, 514)];[(590, 478), (449, 82)];[(574, 479)];[(590, 476)];[]
IMG_00709.png;[(655, 367), (895, 99)];[(393, 45), (64, 148), (551, 546)];[(632, 219), (649, 373)];[(652, 370)];[]
IMG_00710.png;[(320, 402)];[(634, 86), (598, 17), (665, 720)];[(981, 693), (327, 40)];[];[]
IMG_00711.png;[];[(479, 190), (138, 570), (945, 593)];[(820, 396), (937, 574), (80, 234)];[(941, 584)];[]
IMG_00712.png;[(655, 662), (933, 256), (851, 209), (670, 41), (87, 244)];[(884, 432), (483, 91)];[(861, 218), (962, 241)];[(856, 214)];[]
IMG_00713.png;[(974, 558), (813, 235)];[(834, 232), (363, 755), (29, 685), (935, 558)];[(929, 231), (710, 314), (360, 745), (241, 747), (89, 703)];[(824, 234), (362, 750)];[]
IMG_00714.png;[(132, 527), (155, 241), (922, 129), (836, 159), (533, 583), (465, 720), (357, 581)];[(851, 160), (755, 241), (961, 212), (526, 595), (371, 570), (469, 722), (114, 538), (26, 326), (174, 240), (431, 250), (459, 181), (598, 257)];[(866, 143), (373, 564), (529, 584), (471, 734), (120, 524), (172, 246)];[(123, 530), (168, 243), (851, 157), (530, 588), (469, 726), (368, 572)];[(122, 530), (167, 243), (530, 588), (469, 726), (367, 572)]
IMG_00715.png;[(130, 182), (262, 192), (495, 132), (759, 241), (927, 653)];[(144, 182), (320, 185), (936, 662)];[(148, 179), (743, 245), (913, 680)];[(141, 182), (751, 243), (930, 664)];[(141, 181)]
IMG_00716.png;[(50, 552), (193, 638), (174, 507), (218, 283), (478, 282)];[(483, 277), (199, 296), (160, 507), (168, 727), (38, 555), (60, 150), (754, 653), (849, 601), (913, 746)];[(486, 254), (201, 302), (166, 476), (40, 120), (893, 750), (197, 647), (111, 293)];[(44, 554), (195, 643), (167, 507), (207, 294), (483, 272), (903, 748)];[(206, 294), (483, 271)]
IMG_00717.png;[(382, 302), (437, 163), (189, 264), (694, 695), (548, 709), (765, 566)];[(449, 166), (551, 712)];[(389, 318), (539, 706), (454, 148), (172, 255), (753, 577)];[(386, 310), (448, 160), (181, 260), (547, 710), (759, 572)];[(447, 159), (546, 709)]
IMG_00719.png;[(407, 582), (454, 95)];[(401, 596)];[(452, 90), (391, 598), (794, 587)];[(401, 593), (453, 93)];[(400, 592)]
IMG_00720.png;[(538, 318), (703, 600), (376, 537), (300, 131), (442, 154), (352, 35)];[(539, 321), (376, 536), (281, 128), (376, 57), (886, 517), (703, 597), (886, 697)];[(546, 331), (279, 118), (377, 65), (911, 530), (712, 626), (391, 548), (414, 139)];[(542, 324), (705, 606), (381, 541), (287, 127), (377, 61), (899, 524)];[(541, 324), (381, 541), (287, 126)]
IMG_00722.png;[(102, 557), (152, 253), (506, 605), (829, 158), (950, 131)];[(166, 232), (184, 25), (844, 156), (526, 597)];[(839, 161), (848, 286), (543, 588), (103, 559), (177, 254), (319, 582)];[(103, 558), (166, 247), (526, 597), (838, 159)];[(165, 247), (838, 159)]
IMG_00723.png;[(719, 237), (466, 154), (120, 180), (968, 662)];[(133, 186), (319, 186), (939, 682), (473, 286)];[(708, 244), (472, 181), (740, 236), (919, 702), (135, 193), (319, 343)];[(722, 239), (469, 168), (130, 187), (929, 692)];[(130, 187)]
IMG_00724.png;[(202, 293), (475, 264), (943, 125), (164, 484), (45, 584), (199, 637), (149, 759)];[(483, 270), (213, 296), (163, 511), (158, 711)];[(431, 264), (194, 288), (152, 505), (45, 131), (856, 608), (758, 640)];[(204, 293), (479, 267), (160, 501)];[(203, 293), (160, 500)]
IMG_00725.png;[(395, 137), (183, 36), (32, 116), (46, 260), (225, 299)];[(175, 37), (238, 303), (20, 271), (126, 230), (361, 65), (504, 28), (1005, 432)];[(254, 293), (995, 429), (650, 224), (431, 148), (359, 57), (180, 28)];[(180, 34), (33, 266), (240, 299), (360, 61), (1000, 431)];[(180, 34), (239, 299)]
IMG_00726.png;[(223, 79), (827, 68), (805, 416), (974, 581), (912, 514), (327, 458)];[(203, 102), (840, 58), (801, 410), (334, 157), (348, 476), (984, 571), (908, 512), (549, 583), (198, 467)];[(211, 91), (811, 420), (907, 533), (992, 568), (346, 481), (415, 593)];[(213, 91), (834, 63), (806, 416), (984, 574), (910, 520), (341, 472)];[(806, 416), (984, 574), (909, 520), (341, 472)]
IMG_00727.png;[(176, 701), (952, 653), (459, 272), (80, 71)];[(455, 275), (133, 667), (146, 750), (246, 667), (339, 556), (433, 558), (854, 300), (931, 652), (699, 696), (115, 156), (71, 73), (136, 595), (376, 63), (916, 46)];[(158, 404), (860, 311), (125, 661), (934, 647), (459, 268), (706, 700), (341, 568), (90, 60), (119, 146)];[(940, 652), (459, 272), (81, 69), (129, 664), (340, 562), (857, 306), (703, 698), (117, 151)];[(939, 651), (458, 272), (81, 68)]
IMG_00728.png;[(819, 439), (288, 361), (657, 164)];[(639, 158), (761, 518), (640, 478), (494, 375), (996, 205), (581, 726), (470, 452), (785, 401)];[(302, 364), (776, 519), (855, 436), (516, 436), (645, 150), (996, 201)];[(295, 363), (648, 158), (769, 519), (996, 203)];[(647, 158)]
IMG_00729.png;[(378, 44), (741, 576), (100, 255)];[(655, 182), (540, 512), (93, 260)];[(654, 184), (270, 633), (535, 519)];[(97, 258), (655, 183), (538, 516)];[]
IMG_00730.png;[(612, 137), (817, 90), (944, 681), (837, 416)];[(598, 118)];[(599, 123), (887, 434), (806, 109)];[(604, 127), (812, 100)];[(603, 126)]
IMG_00731.png;[(539, 131), (734, 228), (899, 252), (600, 600), (44, 359)];[(873, 632), (138, 497), (565, 406), (736, 242), (1001, 193), (849, 135), (106, 7)];[(733, 244), (810, 556), (874, 626), (140, 520), (527, 122)];[(533, 127), (735, 239), (874, 629), (139, 509)];[(735, 238)]
IMG_00732.png;[(819, 87), (836, 251), (975, 412), (246, 115)];[(834, 223), (79, 663), (879, 408), (933, 340), (238, 132)];[(236, 142), (861, 219), (81, 664)];[(841, 229), (241, 131), (80, 664)];[(240, 130)]
IMG_00733.png;[(397, 237), (159, 88), (48, 180), (793, 308)];[(173, 128), (844, 406), (239, 401), (373, 241), (999, 528), (36, 365), (49, 201)];[(169, 118), (876, 385), (252, 381), (423, 246), (688, 573), (278, 591)];[(398, 241), (49, 191), (171, 123), (246, 391)];[]
IMG_00734.png;[(205, 180), (358, 64), (493, 155), (728, 181), (974, 654), (911, 599), (304, 573), (283, 411), (413, 673), (67, 660), (66, 497)];[(210, 195), (344, 576), (201, 562), (51, 485), (61, 663), (418, 692), (908, 603), (853, 165)];[(352, 578), (200, 174), (500, 160), (590, 149), (901, 607), (990, 668)];[(205, 184), (497, 158), (982, 661), (907, 604), (416, 683), (64, 662), (59, 491), (348, 577)];[(205, 183), (907, 603)]
IMG_00735.png;[(203, 80), (76, 547), (151, 488), (138, 741), (383, 164)];[(160, 496), (921, 137), (926, 663), (930, 748), (319, 233)];[(332, 640), (78, 169), (465, 355), (153, 509)];[(155, 498)];[(155, 498)]
IMG_00736.png;[(152, 399), (295, 439), (523, 516), (638, 252), (838, 544), (454, 740)];[(200, 458), (291, 457), (838, 531), (639, 253), (998, 298), (443, 727), (525, 528)];[(853, 534), (290, 452), (634, 247)];[(293, 450), (524, 522), (638, 252), (843, 537), (449, 734)];[(292, 450), (637, 251), (843, 537)]
IMG_00678.png;[(53, 248)];[];[(63, 237), (493, 594), (214, 557), (823, 198), (772, 45), (831, 630)];[(58, 243)];[]
IMG_00681.png;[(312, 466), (263, 35)];[(315, 467), (340, 196)];[(308, 468), (668, 480), (334, 205), (83, 600)];[(312, 468), (337, 201)];[(312, 467)]
IMG_00682.png;[(378, 271), (267, 104), (768, 68), (861, 417), (689, 389), (492, 682)];[(704, 426), (830, 440), (763, 57), (348, 278), (541, 280), (374, 462), (304, 488), (184, 665), (78, 470)];[(337, 260), (717, 425), (850, 430), (781, 50), (187, 591), (266, 84)];[(267, 94), (772, 59), (849, 430), (711, 426), (343, 269)];[(771, 59)]
IMG_00683.png;[(443, 364), (458, 695)];[(466, 695)];[(847, 586)];[(462, 695)];[]
IMG_00688.png;[(74, 49), (23, 537), (446, 227), (598, 59), (975, 638)];[(504, 228), (446, 232), (661, 82), (25, 547), (78, 82)];[(449, 185), (491, 226), (43, 565)];[(29, 549), (446, 230), (498, 227)];[]
IMG_00689.png;[(696, 152), (832, 431), (962, 549), (586, 656)];[(685, 161), (566, 132), (628, 60), (798, 382), (756, 492), (941, 565), (596, 666), (608, 278), (15, 281), (10, 507), (36, 607)];[(811, 407), (952, 560), (685, 166), (595, 679), (561, 194), (645, 50)];[(690, 161), (952, 559), (593, 668), (637, 55), (805, 395)];[(689, 160), (952, 558), (593, 667)]
IMG_00761.png;[(331, 658), (626, 685), (823, 656), (831, 549), (854, 217), (665, 329), (635, 211), (593, 66), (824, 54)];[(378, 653), (646, 688), (740, 631), (825, 553), (694, 315), (655, 241), (616, 86), (936, 290), (991, 433), (111, 635), (224, 455), (324, 453), (413, 471), (815, 43), (889, 120), (568, 755)];[(689, 328), (644, 239), (592, 80), (855, 234), (804, 42), (949, 289), (943, 475), (821, 560), (650, 681), (372, 672), (149, 645), (844, 621), (322, 453), (409, 468)];[(641, 685), (826, 555), (855, 226), (685, 326), (645, 234), (598, 79), (815, 47), (375, 663), (943, 290), (323, 453), (411, 470)];[(641, 685), (826, 554), (815, 47)]
IMG_00762.png;[(693, 354), (848, 435), (821, 602), (947, 323), (900, 117), (976, 165), (955, 230), (358, 272), (162, 315), (230, 689), (548, 729), (739, 741), (647, 685)];[(824, 611), (675, 687), (786, 756), (590, 612), (204, 297), (56, 267), (30, 453), (684, 315), (1005, 160), (949, 251), (955, 327), (991, 443), (900, 410), (855, 462), (613, 561), (213, 713), (69, 676), (168, 678), (886, 118), (469, 255)];[(896, 576), (852, 455), (192, 295), (367, 262), (224, 708), (895, 116), (951, 318), (676, 690)];[(852, 451), (823, 607), (952, 323), (895, 118), (991, 163), (952, 241), (363, 267), (223, 704), (667, 688), (198, 296)];[(852, 451), (951, 323), (894, 117), (223, 704), (666, 688)]
IMG_00763.png;[(122, 151), (149, 82), (502, 88), (517, 251), (596, 276), (776, 242), (754, 411), (624, 484), (213, 432), (966, 143), (727, 72)];[(610, 280), (763, 236), (763, 401), (644, 476), (505, 581), (519, 692), (148, 76), (519, 91), (511, 263), (965, 116)];[(510, 248), (619, 268), (625, 492), (746, 249), (750, 410), (143, 60), (518, 678), (629, 672), (209, 439), (974, 125), (759, 95)];[(148, 73), (511, 90), (513, 255), (609, 275), (763, 241), (756, 408), (632, 485), (211, 436), (969, 129), (519, 685)];[(147, 73), (513, 254), (609, 275), (756, 408), (631, 484), (969, 128)]
IMG_00764.png;[(569, 209), (163, 44), (35, 80), (785, 182), (737, 368), (557, 340), (445, 345), (980, 331)];[(39, 78), (399, 240), (539, 192), (756, 191), (450, 351), (424, 441), (48, 235), (973, 367), (825, 531)];[(558, 264), (407, 225), (818, 284), (769, 331), (496, 466), (965, 353), (758, 177), (886, 94), (965, 27), (142, 39), (55, 70), (391, 116)];[(153, 42), (44, 77), (764, 182), (448, 348), (971, 352), (403, 233)];[(43, 76)]
IMG_00765.png;[(263, 275), (403, 344), (419, 62), (618, 82), (188, 625), (551, 416), (797, 348), (890, 181)];[(395, 326), (436, 61), (539, 410), (806, 317), (889, 200), (180, 672), (978, 712), (998, 483), (475, 485), (605, 85), (233, 305), (150, 323)];[(546, 446), (341, 340), (454, 48), (809, 324), (879, 204), (163, 653), (221, 505)];[(399, 335), (437, 59), (612, 84), (545, 413), (806, 328), (887, 196), (172, 663)];[(886, 195)]
IMG_00766.png;[(126, 100), (290, 236), (41, 244), (112, 499), (368, 535), (366, 401), (402, 237), (583, 711), (732, 684), (954, 460), (663, 146), (954, 77)];[(596, 708), (740, 685), (959, 483), (113, 65), (348, 370), (469, 428), (114, 642), (64, 472)];[(338, 522), (355, 515), (344, 354), (496, 521), (590, 717), (719, 672), (961, 470)];[(362, 525), (590, 713), (731, 681), (959, 472), (346, 362)];[(590, 712), (731, 681), (958, 471)]
IMG_00767.png;[(402, 348), (662, 262), (847, 181), (848, 108), (635, 360), (533, 611), (830, 678), (668, 543), (180, 103), (77, 180)];[(618, 371), (860, 203), (850, 92), (933, 280), (841, 687), (504, 642), (370, 647), (658, 256)];[(610, 362), (811, 395), (867, 417), (934, 459), (901, 627), (750, 589), (667, 263), (887, 171), (846, 49), (935, 273)];[(663, 261), (854, 192), (849, 100), (622, 365), (836, 683), (934, 277)];[(663, 261), (621, 365)]
IMG_00768.png;[(327, 406), (484, 277), (333, 132), (155, 44), (858, 131), (689, 489), (467, 454), (478, 525), (317, 617), (297, 711), (148, 730), (32, 413)];[(461, 450), (480, 527), (338, 607), (116, 741), (20, 425), (141, 45), (335, 136), (220, 200), (718, 276), (824, 217), (468, 282)];[(488, 500), (461, 441), (315, 638), (152, 645), (120, 575), (333, 143), (250, 197), (74, 173), (736, 267), (436, 287), (616, 188), (678, 519)];[(476, 280), (334, 137), (148, 45), (464, 449), (482, 519), (322, 620), (26, 419), (727, 272)];[(334, 137), (463, 449), (482, 518)]
IMG_00769.png;[(371, 655), (684, 319), (666, 249), (637, 70), (913, 232), (951, 83), (853, 528), (955, 458), (801, 708), (602, 657), (119, 641)];[(614, 90), (654, 238), (686, 312), (813, 238), (818, 543), (740, 630), (648, 686), (374, 653)];[(707, 320), (670, 235), (597, 93), (858, 216), (945, 286), (813, 542), (700, 385), (657, 678), (375, 655), (839, 617), (88, 642), (412, 463), (230, 436)];[(374, 655), (693, 318), (664, 241), (606, 92), (816, 543), (653, 682)];[(374, 655), (693, 317), (664, 241)]
