image_url;point;polygon
IMG_00533.png;(447, 358);[(599, 260), (615, 270), (621, 274), (621, 279), (609, 294), (593, 301), (582, 307), (571, 311), (561, 315), (557, 320), (556, 324), (561, 327), (570, 332), (579, 336), (585, 340), (588, 349), (591, 376), (598, 399), (608, 412), (608, 413), (598, 420), (592, 429), (579, 429), (573, 420), (570, 411), (559, 409), (542, 413), (531, 415), (524, 411), (523, 399), (525, 389), (531, 386), (525, 379), (519, 370), (511, 366), (509, 360), (493, 367), (484, 370), (466, 379), (437, 392), (391, 410), (388, 434), (383, 443), (376, 445), (373, 441), (370, 438), (366, 437), (360, 437), (346, 439), (306, 445), (296, 445), (283, 453), (276, 459), (271, 459), (274, 448), (278, 440), (289, 429), (303, 423), (325, 408), (340, 398), (382, 371), (388, 366), (394, 351), (402, 336), (412, 322), (422, 316), (436, 308), (472, 301), (485, 297), (493, 309), (514, 310), (527, 304), (537, 292), (548, 284), (572, 275), (576, 271), (576, 264), (579, 257), (585, 255), (590, 256)]
IMG_00534.png;(139, 395);[(103, 370), (109, 369), (112, 368), (115, 367), (120, 365), (127, 364), (137, 366), (143, 368), (146, 367), (151, 367), (159, 367), (165, 375), (167, 380), (161, 396), (160, 412), (165, 428), (159, 429), (149, 429), (136, 432), (129, 434), (119, 434), (113, 431), (107, 424), (107, 416), (107, 408), (107, 401), (103, 398), (95, 399), (92, 393)]
IMG_00534.png;(101, 491);[(111, 454), (115, 467), (122, 475), (125, 480), (130, 491), (135, 500), (137, 508), (139, 526), (142, 538), (144, 557), (144, 559), (135, 557), (126, 547), (117, 539), (111, 538), (101, 538), (88, 539), (76, 535), (64, 524), (58, 516), (53, 510), (59, 498), (65, 488), (74, 484), (86, 466), (99, 459), (100, 452), (106, 443), (109, 441)]
IMG_00534.png;(274, 622);[(321, 642), (336, 588), (304, 590), (262, 597), (253, 572), (204, 590), (199, 594), (188, 595), (163, 607), (124, 626), (103, 619), (86, 627), (74, 644), (82, 654), (98, 641), (118, 652), (118, 669), (131, 669), (173, 633), (188, 623), (208, 628), (215, 645), (243, 636), (262, 661), (266, 668), (256, 686), (253, 694), (258, 716), (264, 738), (298, 731), (301, 715), (348, 677), (341, 656), (331, 656)]
IMG_00534.png;(103, 735);[(75, 724), (69, 712), (78, 708), (85, 691), (114, 698), (132, 697), (132, 713), (132, 717), (173, 701), (176, 714), (182, 746), (165, 753), (153, 759), (113, 762), (98, 757), (94, 754), (89, 761), (86, 765), (27, 764), (31, 759), (31, 751), (30, 737), (35, 729)]
IMG_00534.png;(529, 367);[(566, 300), (573, 322), (568, 348), (562, 371), (556, 381), (542, 398), (525, 390), (503, 374), (485, 370), (482, 367), (482, 362), (490, 351), (502, 343), (514, 337), (530, 327), (546, 318), (546, 318), (552, 316), (561, 302)]
IMG_00534.png;(837, 701);[(734, 766), (760, 726), (773, 725), (781, 694), (773, 676), (781, 662), (783, 627), (778, 611), (782, 605), (788, 609), (780, 581), (783, 555), (825, 560), (846, 564), (848, 578), (844, 596), (845, 610), (852, 624), (860, 642), (877, 686), (884, 647), (885, 600), (894, 580), (923, 597), (913, 630), (913, 675), (922, 727), (919, 744), (962, 737), (987, 761)]
IMG_00534.png;(666, 569);[(638, 581), (639, 511), (647, 501), (645, 488), (648, 465), (666, 453), (679, 462), (675, 492), (672, 502), (684, 538), (686, 540), (694, 534), (698, 541), (699, 568), (682, 608), (665, 619), (642, 598)]
IMG_00534.png;(509, 485);[(517, 495), (511, 495), (504, 495), (499, 490), (491, 487), (487, 483), (485, 474), (491, 470), (511, 469), (530, 462), (534, 460), (536, 460), (534, 463), (525, 474), (525, 479), (524, 485), (519, 492)]
IMG_00534.png;(212, 105);[(187, 105), (200, 103), (211, 99), (212, 97), (212, 91), (211, 77), (211, 69), (208, 59), (204, 47), (205, 47), (220, 41), (235, 39), (245, 39), (246, 40), (237, 61), (231, 71), (238, 73), (244, 72), (247, 64), (251, 69), (253, 70), (259, 72), (267, 77), (249, 83), (241, 83), (249, 84), (257, 89), (260, 91), (254, 102), (251, 110), (246, 119), (238, 124), (235, 129), (235, 130), (225, 132), (212, 131), (199, 130), (187, 128), (168, 127), (163, 125), (132, 125), (119, 122), (111, 120), (93, 119), (83, 117), (70, 114), (61, 114), (48, 114), (12, 112), (5, 111), (-1, 109), (-1, 102), (0, 84), (-1, 0), (9, 1), (11, 15), (9, 22), (12, 28), (14, 36), (23, 45), (29, 40), (34, 34), (44, 34), (51, 36), (56, 54), (65, 57), (71, 53), (80, 55), (81, 65), (98, 79), (102, 84), (103, 96), (116, 93), (129, 86), (136, 84), (140, 95), (147, 99), (153, 99), (162, 99), (177, 96), (185, 96)]
IMG_00535.png;(152, 177);[(3, 115), (25, 115), (31, 129), (36, 148), (52, 159), (64, 168), (78, 183), (83, 200), (83, 213), (96, 231), (121, 249), (134, 247), (150, 230), (165, 226), (181, 229), (205, 222), (231, 219), (252, 223), (256, 208), (248, 196), (242, 178), (230, 178), (222, 163), (217, 153), (190, 137), (168, 132), (156, 132), (152, 123), (151, 111), (145, 112), (133, 100), (121, 98), (112, 94), (108, 69), (110, 52), (125, 48), (142, 37), (135, 17), (117, 5), (95, 8), (79, 9), (58, 13), (52, 16), (33, 14), (-1, 17)]
IMG_00535.png;(897, 229);[(704, 9), (679, 51), (676, 82), (674, 154), (691, 195), (690, 221), (698, 246), (726, 250), (780, 244), (828, 250), (858, 260), (869, 275), (903, 269), (927, 266), (954, 272), (977, 281), (992, 308), (982, 332), (986, 353), (1012, 350), (1020, 350), (1021, 270), (994, 257), (974, 248), (969, 228), (956, 223), (964, 207), (950, 198), (932, 200), (910, 192), (898, 180), (898, 158), (878, 148), (860, 137), (841, 133), (836, 108), (835, 89), (819, 58), (837, 61), (857, 73), (875, 73), (894, 74), (912, 71), (938, 65), (940, 56), (966, 60), (998, 86), (1019, 94), (1020, 56), (992, 34), (968, 24), (946, 19), (928, 4), (716, 3)]
IMG_00535.png;(811, 376);[(852, 410), (858, 390), (851, 388), (854, 383), (864, 385), (874, 380), (861, 359), (834, 362), (812, 359), (805, 355), (800, 341), (788, 348), (779, 351), (741, 345), (728, 345), (730, 357), (740, 360), (732, 366), (734, 372), (737, 377), (747, 390), (760, 385), (775, 389), (773, 397), (795, 396), (809, 397), (820, 406), (827, 409)]
IMG_00535.png;(151, 372);[(212, 385), (198, 360), (159, 358), (126, 348), (115, 334), (108, 334), (101, 340), (96, 362), (93, 394), (116, 408), (151, 406), (199, 394)]
IMG_00535.png;(293, 638);[(295, 617), (323, 618), (326, 621), (326, 635), (315, 651), (310, 657), (305, 662), (305, 670), (304, 678), (293, 673), (277, 668), (266, 667), (264, 665), (260, 653), (265, 647), (263, 644), (255, 637), (251, 631), (250, 625), (252, 621), (264, 618), (276, 618)]
IMG_00535.png;(886, 536);[(873, 559), (866, 557), (853, 552), (853, 545), (850, 530), (848, 519), (854, 508), (864, 507), (865, 510), (871, 516), (880, 518), (894, 520), (905, 520), (913, 520), (922, 524), (921, 537), (924, 547), (922, 555), (921, 555), (910, 557), (903, 559), (892, 559), (873, 560), (868, 559)]
IMG_00536.png;(981, 251);[(1006, 199), (1007, 294), (1001, 307), (992, 313), (976, 314), (967, 307), (954, 295), (942, 281), (932, 265), (924, 250), (914, 233), (908, 218), (902, 202), (894, 192), (884, 190), (875, 185), (867, 174), (871, 164), (872, 157), (875, 146), (881, 146), (891, 150), (901, 155), (906, 161), (909, 166), (914, 172), (925, 172), (928, 176), (939, 185), (953, 182), (966, 179), (970, 182), (980, 189), (986, 198), (993, 200), (1008, 196)]
IMG_00536.png;(738, 220);[(696, 235), (701, 222), (710, 219), (720, 207), (726, 202), (744, 192), (761, 183), (766, 190), (771, 197), (767, 200), (758, 212), (760, 214), (768, 222), (769, 225), (767, 234), (756, 242), (752, 242), (746, 245), (731, 246), (711, 247), (710, 244), (703, 241)]
IMG_00536.png;(725, 331);[(665, 339), (674, 339), (680, 340), (686, 337), (692, 336), (697, 334), (700, 329), (705, 330), (709, 323), (710, 318), (711, 310), (712, 300), (719, 294), (738, 289), (750, 288), (754, 288), (762, 290), (769, 291), (775, 293), (786, 296), (782, 300), (775, 307), (773, 310), (769, 314), (762, 325), (756, 334), (752, 338), (746, 339), (735, 340), (731, 344), (725, 359), (718, 367), (708, 381), (701, 390), (698, 384), (690, 378), (686, 371), (683, 366), (678, 360), (674, 352), (668, 343)]
IMG_00536.png;(468, 329);[(496, 296), (498, 310), (502, 326), (502, 347), (502, 356), (487, 354), (468, 350), (451, 348), (440, 346), (425, 340), (427, 323), (438, 311), (452, 298), (461, 292), (468, 285), (482, 284), (491, 286)]
IMG_00536.png;(235, 211);[(329, 141), (329, 155), (326, 165), (316, 179), (309, 187), (300, 197), (290, 203), (278, 212), (267, 222), (254, 232), (247, 241), (252, 245), (255, 253), (257, 262), (257, 266), (253, 278), (244, 287), (237, 292), (211, 284), (199, 277), (189, 266), (194, 253), (203, 245), (204, 236), (203, 226), (211, 218), (222, 212), (224, 196), (233, 182), (253, 169), (276, 154), (286, 150), (305, 143), (319, 136)]
IMG_00536.png;(30, 360);[(12, 401), (8, 391), (7, 381), (6, 371), (1, 370), (-1, 358), (6, 358), (8, 344), (17, 346), (23, 349), (31, 351), (36, 352), (44, 352), (58, 350), (71, 345), (83, 350), (90, 347), (97, 342), (107, 340), (117, 338), (127, 335), (132, 336), (115, 346), (101, 357), (89, 363), (78, 364), (71, 367), (66, 368), (47, 378), (47, 378), (36, 381), (31, 385), (31, 385), (25, 393), (17, 400)]
IMG_00536.png;(89, 498);[(122, 465), (126, 481), (117, 505), (111, 514), (97, 524), (87, 525), (81, 525), (75, 527), (57, 537), (54, 531), (53, 522), (53, 506), (56, 496), (62, 483), (65, 480), (83, 478), (93, 473), (108, 464), (111, 461), (117, 461)]
IMG_00536.png;(184, 553);[(207, 506), (207, 540), (206, 563), (202, 578), (205, 593), (213, 604), (226, 613), (231, 623), (214, 633), (206, 631), (196, 634), (183, 641), (172, 648), (166, 643), (126, 672), (107, 682), (67, 691), (52, 702), (23, 705), (3, 692), (4, 648), (14, 631), (25, 621), (44, 632), (66, 641), (93, 630), (97, 623), (132, 622), (148, 612), (157, 587), (163, 567), (158, 546), (151, 527), (165, 511), (182, 502), (193, 494), (204, 490), (207, 495)]
IMG_00536.png;(323, 551);[(278, 514), (272, 515), (269, 532), (272, 546), (258, 603), (305, 599), (356, 572), (378, 581), (353, 621), (373, 627), (389, 629), (403, 619), (417, 637), (446, 648), (453, 648), (428, 664), (428, 671), (389, 703), (461, 750), (479, 766), (544, 765), (527, 756), (519, 730), (529, 723), (536, 716), (559, 699), (554, 678), (541, 667), (553, 664), (566, 661), (568, 657), (586, 700), (601, 690), (610, 680), (610, 671), (604, 664), (612, 655), (616, 646), (606, 623), (599, 615), (593, 617), (587, 635), (583, 619), (569, 595), (552, 579), (493, 527), (462, 522), (473, 550), (486, 562), (482, 600), (452, 588), (451, 564), (409, 543), (380, 526), (356, 496), (341, 495), (335, 482), (310, 489), (307, 508), (276, 507)]
IMG_00536.png;(661, 496);[(683, 467), (688, 470), (697, 480), (698, 494), (704, 511), (698, 516), (687, 523), (683, 528), (673, 538), (665, 535), (651, 531), (646, 532), (642, 535), (634, 527), (628, 522), (618, 508), (615, 496), (614, 481), (617, 474), (627, 473), (636, 467), (647, 467), (651, 468), (657, 475), (658, 471), (663, 470), (670, 470), (672, 472)]
IMG_00536.png;(529, 470);[(550, 495), (535, 489), (526, 485), (523, 480), (508, 471), (505, 469), (498, 464), (484, 456), (481, 449), (482, 444), (482, 442), (484, 436), (485, 429), (489, 426), (498, 428), (498, 434), (502, 440), (505, 441), (515, 444), (529, 450), (536, 455), (543, 458), (550, 460), (552, 461), (552, 463), (553, 469), (553, 479), (552, 487)]
IMG_00536.png;(808, 598);[(812, 580), (828, 588), (836, 594), (846, 596), (851, 594), (854, 594), (864, 602), (862, 606), (847, 610), (836, 613), (822, 617), (801, 617), (784, 612), (778, 605), (777, 595), (775, 582), (782, 580), (788, 574), (793, 570), (798, 570), (803, 573)]
IMG_00536.png;(827, 263);[(800, 280), (799, 269), (802, 263), (811, 251), (818, 246), (829, 244), (835, 245), (841, 246), (846, 258), (851, 260), (849, 269), (839, 274), (831, 282), (825, 285), (821, 286), (803, 290)]
IMG_00536.png;(549, 366);[(592, 271), (582, 285), (572, 297), (552, 320), (559, 339), (569, 355), (575, 370), (586, 383), (598, 392), (608, 400), (609, 413), (597, 419), (581, 412), (574, 406), (555, 404), (528, 406), (522, 396), (512, 380), (507, 363), (510, 353), (516, 342), (516, 333), (510, 323), (503, 309), (499, 295), (499, 285), (501, 275), (516, 271), (532, 269), (546, 270), (552, 271), (561, 253), (566, 252), (579, 254), (589, 259), (595, 264)]
IMG_00536.png;(411, 250);[(468, 217), (432, 268), (423, 273), (400, 258), (375, 257), (356, 258), (331, 259), (332, 245), (361, 209), (374, 216), (384, 214), (388, 211), (397, 223), (405, 213), (414, 212), (420, 205), (430, 204), (436, 200), (446, 189), (452, 189), (466, 166), (489, 165), (516, 175), (508, 202), (489, 219), (480, 217), (477, 209)]
IMG_00536.png;(136, 121);[(406, 32), (414, 45), (415, 54), (408, 70), (394, 82), (375, 103), (352, 123), (345, 127), (328, 127), (323, 125), (316, 115), (314, 98), (303, 97), (296, 107), (288, 110), (273, 113), (260, 111), (242, 111), (228, 111), (202, 121), (195, 135), (184, 150), (162, 157), (154, 163), (136, 172), (128, 173), (108, 148), (101, 135), (78, 121), (65, 96), (82, 83), (113, 68), (132, 65), (150, 68), (153, 58), (167, 73), (173, 88), (174, 103), (186, 96), (190, 86), (177, 73), (168, 65), (161, 56), (147, 52), (142, 45), (137, 42), (111, 36), (102, 27), (93, 16), (93, 5), (97, 1), (120, 1), (192, 0), (238, 7), (252, 20), (245, 25), (235, 33), (282, 33), (312, 38), (327, 36), (338, 27), (371, 26), (384, 25), (395, 25)]
IMG_00536.png;(250, 71);[(333, 26), (354, 23), (370, 22), (378, 25), (393, 28), (403, 31), (411, 35), (406, 45), (413, 47), (415, 53), (407, 65), (394, 76), (383, 85), (372, 94), (361, 106), (348, 121), (336, 134), (331, 136), (316, 122), (320, 110), (324, 100), (318, 94), (305, 92), (296, 105), (284, 113), (272, 114), (265, 110), (246, 108), (226, 110), (216, 110), (206, 115), (197, 135), (192, 140), (182, 148), (172, 161), (153, 164), (150, 168), (142, 176), (134, 175), (127, 164), (124, 154), (106, 146), (98, 133), (95, 127), (84, 118), (84, 118), (75, 101), (78, 93), (103, 80), (107, 76), (118, 68), (136, 68), (150, 62), (154, 65), (161, 70), (168, 80), (172, 86), (162, 108), (166, 125), (174, 113), (184, 96), (191, 93), (182, 83), (171, 70), (161, 60), (150, 54), (141, 44), (132, 38), (118, 36), (111, 36), (103, 35), (96, 27), (95, 13), (97, 2), (191, 0), (213, 6), (231, 12), (242, 16), (244, 24), (244, 28), (253, 30), (277, 36), (285, 40), (292, 43), (300, 44), (305, 44), (312, 44), (322, 41), (324, 40), (325, 36)]
IMG_00536.png;(493, 99);[(611, 57), (600, 66), (589, 86), (574, 104), (564, 99), (555, 105), (559, 111), (559, 117), (535, 116), (523, 116), (510, 117), (499, 121), (491, 123), (477, 123), (463, 113), (456, 109), (456, 97), (469, 85), (481, 78), (492, 70), (502, 66), (512, 72), (522, 80), (530, 70), (534, 56), (543, 51), (558, 53), (572, 49), (582, 37), (592, 24), (610, 10), (636, 3), (631, 14), (615, 30), (615, 38), (618, 47), (614, 55)]
IMG_00536.png;(561, 74);[(467, 103), (471, 94), (480, 85), (489, 84), (495, 79), (502, 79), (509, 79), (509, 88), (516, 94), (521, 96), (528, 77), (536, 70), (538, 63), (541, 60), (545, 60), (554, 59), (562, 57), (573, 48), (590, 35), (599, 30), (601, 30), (606, 30), (607, 40), (607, 48), (588, 63), (577, 84), (570, 91), (561, 93), (545, 108), (544, 109), (526, 108), (511, 109), (497, 118), (491, 118), (470, 116)]
IMG_00537.png;(309, 278);[(134, 80), (162, 86), (178, 93), (192, 103), (208, 117), (223, 128), (238, 146), (243, 160), (228, 170), (222, 174), (231, 192), (240, 203), (256, 218), (271, 230), (288, 238), (316, 241), (332, 236), (358, 233), (373, 237), (386, 245), (395, 242), (393, 224), (396, 216), (406, 217), (401, 195), (385, 170), (372, 147), (368, 122), (384, 132), (396, 146), (412, 164), (425, 184), (445, 215), (460, 237), (465, 257), (483, 273), (501, 282), (512, 286), (531, 285), (544, 285), (558, 286), (574, 295), (587, 310), (606, 325), (631, 341), (647, 347), (655, 351), (646, 366), (608, 392), (593, 406), (550, 423), (511, 438), (497, 430), (508, 404), (523, 383), (487, 386), (483, 386), (460, 395), (450, 392), (430, 386), (421, 370), (417, 354), (425, 336), (434, 322), (420, 304), (394, 288), (370, 275), (366, 272), (361, 302), (362, 317), (381, 328), (393, 350), (386, 358), (353, 348), (322, 331), (263, 304), (238, 278), (214, 233), (202, 214), (175, 214), (163, 206), (151, 173), (161, 172), (174, 171), (176, 155), (158, 118), (135, 113), (107, 80), (107, 70)]
IMG_00537.png;(223, 316);[(189, 303), (192, 306), (192, 309), (195, 312), (197, 313), (199, 319), (202, 323), (205, 327), (211, 328), (220, 328), (225, 330), (230, 334), (231, 335), (234, 326), (241, 321), (245, 314), (243, 308), (240, 302), (237, 290), (222, 286), (217, 280), (211, 276), (209, 275), (211, 290), (206, 291), (200, 294), (193, 301)]
IMG_00537.png;(606, 504);[(514, 514), (530, 524), (539, 520), (546, 525), (553, 543), (566, 534), (586, 537), (611, 535), (677, 493), (680, 483), (668, 476), (646, 446), (621, 436), (616, 448), (598, 451), (593, 454), (575, 470), (567, 467), (563, 462), (557, 461), (551, 466), (546, 475), (529, 475), (522, 478), (518, 485)]
IMG_00537.png;(952, 597);[(1007, 573), (1006, 609), (995, 615), (978, 619), (969, 623), (957, 627), (948, 629), (940, 632), (920, 632), (917, 638), (911, 640), (907, 641), (908, 625), (910, 614), (911, 603), (916, 590), (920, 582), (920, 569), (925, 565), (937, 563), (945, 563), (964, 564), (978, 562), (986, 556), (992, 557), (993, 563), (993, 567), (986, 576), (989, 579)]
IMG_00537.png;(764, 597);[(811, 553), (829, 553), (836, 547), (844, 550), (846, 556), (835, 561), (830, 570), (829, 582), (824, 588), (811, 590), (793, 595), (788, 601), (770, 619), (768, 622), (773, 625), (772, 632), (784, 628), (786, 635), (792, 636), (802, 626), (802, 636), (796, 652), (792, 665), (788, 674), (778, 683), (761, 678), (758, 666), (751, 663), (738, 663), (726, 661), (723, 649), (720, 630), (730, 618), (737, 608), (743, 595), (741, 586), (738, 573), (745, 568), (755, 567), (763, 565), (777, 560), (784, 554), (794, 545), (802, 540), (812, 550)]
IMG_00538.png;(169, 460);[(0, 571), (9, 567), (19, 560), (34, 553), (43, 549), (54, 548), (60, 545), (61, 536), (65, 527), (72, 524), (82, 518), (90, 516), (98, 509), (101, 506), (103, 504), (106, 495), (107, 483), (107, 479), (107, 476), (113, 472), (122, 468), (137, 459), (143, 454), (146, 449), (150, 439), (153, 434), (156, 431), (162, 428), (169, 427), (173, 427), (184, 423), (188, 419), (192, 417), (202, 412), (209, 410), (219, 410), (225, 411), (233, 412), (236, 412), (245, 412), (248, 412), (249, 417), (247, 423), (253, 425), (256, 426), (257, 426), (259, 427), (262, 435), (264, 441), (265, 449), (266, 458), (266, 468), (266, 472), (250, 477), (236, 487), (229, 489), (227, 493), (219, 506), (211, 520), (205, 530), (205, 526), (207, 507), (203, 502), (193, 504), (186, 513), (180, 523), (176, 529), (168, 530), (155, 533), (140, 538), (133, 543), (130, 552), (125, 555), (122, 556), (120, 558), (114, 558), (110, 558), (93, 561), (77, 568), (64, 571), (47, 577), (21, 591), (18, 589), (9, 588)]
IMG_00538.png;(366, 421);[(267, 458), (271, 443), (276, 443), (306, 400), (316, 400), (329, 381), (357, 365), (358, 356), (375, 353), (394, 347), (429, 348), (441, 360), (446, 369), (434, 393), (448, 394), (467, 385), (501, 380), (489, 408), (473, 416), (449, 459), (440, 462), (428, 462), (425, 458), (368, 469), (357, 475), (344, 492), (315, 493), (323, 444), (265, 475)]
IMG_00538.png;(442, 70);[(348, 3), (339, 21), (321, 26), (311, 34), (303, 34), (302, 57), (308, 66), (313, 72), (321, 67), (330, 54), (334, 49), (341, 60), (350, 61), (353, 61), (359, 74), (363, 86), (364, 96), (371, 103), (373, 104), (371, 118), (358, 128), (341, 137), (324, 144), (322, 145), (311, 154), (306, 171), (301, 174), (284, 180), (271, 186), (256, 198), (247, 210), (240, 219), (249, 221), (261, 221), (277, 219), (287, 215), (301, 212), (323, 209), (341, 200), (353, 194), (373, 181), (399, 172), (444, 167), (507, 136), (533, 127), (570, 104), (594, 96), (638, 73), (664, 64), (690, 49), (691, 46), (716, 30), (745, 17), (758, 9)]
IMG_00538.png;(765, 447);[(862, 380), (852, 377), (842, 369), (840, 355), (845, 338), (857, 318), (878, 310), (869, 301), (863, 287), (862, 268), (882, 261), (894, 252), (901, 244), (892, 241), (898, 231), (907, 221), (916, 220), (927, 227), (945, 243), (960, 260), (961, 274), (952, 293), (924, 338), (925, 348), (938, 352), (948, 354), (955, 364), (952, 386), (930, 398), (911, 420), (889, 445), (872, 466), (856, 485), (841, 510), (824, 548), (807, 554), (775, 538), (749, 527), (731, 524), (717, 525), (704, 536), (691, 547), (671, 533), (660, 522), (646, 529), (634, 525), (650, 505), (665, 488), (648, 497), (630, 500), (616, 506), (608, 521), (576, 529), (553, 523), (569, 487), (572, 476), (542, 495), (523, 501), (507, 497), (513, 481), (539, 471), (535, 454), (548, 442), (564, 438), (580, 433), (594, 425), (604, 416), (622, 413), (635, 410), (647, 402), (660, 395), (676, 390), (683, 389), (692, 383), (698, 371), (706, 362), (714, 359), (732, 363), (743, 366), (750, 370), (757, 373), (764, 373), (771, 365), (781, 358), (794, 355), (804, 356), (795, 373), (792, 379), (808, 383), (821, 385), (841, 384), (866, 383)]
IMG_00538.png;(875, 107);[(805, 91), (811, 95), (821, 108), (830, 114), (838, 119), (850, 130), (853, 137), (861, 141), (865, 143), (869, 147), (874, 150), (881, 153), (889, 155), (893, 155), (902, 165), (909, 172), (913, 177), (912, 190), (904, 193), (895, 200), (901, 203), (907, 207), (913, 207), (918, 207), (928, 209), (935, 208), (936, 206), (938, 196), (937, 188), (937, 176), (932, 165), (931, 151), (924, 145), (921, 134), (920, 126), (919, 123), (911, 119), (913, 111), (913, 109), (907, 99), (902, 96), (896, 96), (887, 96), (884, 84), (884, 84), (880, 74), (869, 74), (852, 70), (838, 75), (826, 78), (815, 81), (803, 87), (793, 89)]
IMG_00538.png;(943, 688);[(931, 711), (926, 705), (923, 700), (909, 693), (902, 689), (895, 679), (888, 670), (886, 660), (895, 655), (902, 649), (902, 643), (901, 636), (904, 633), (921, 636), (929, 641), (933, 641), (947, 645), (951, 648), (954, 648), (962, 647), (964, 647), (973, 650), (973, 651), (967, 658), (977, 668), (981, 675), (986, 684), (991, 689), (993, 697), (991, 700), (985, 705), (981, 707), (976, 715), (970, 720), (953, 730), (946, 733), (942, 733), (941, 731), (939, 728), (933, 727), (930, 726), (937, 718), (937, 716), (939, 711), (934, 711)]
IMG_00538.png;(776, 636);[(784, 552), (792, 557), (803, 565), (810, 568), (806, 581), (804, 591), (811, 592), (813, 595), (816, 608), (814, 626), (814, 632), (818, 636), (824, 645), (825, 655), (827, 665), (827, 674), (824, 687), (814, 705), (801, 715), (794, 717), (792, 704), (792, 688), (784, 696), (781, 716), (766, 740), (755, 748), (751, 741), (751, 725), (747, 708), (740, 701), (727, 690), (725, 683), (732, 671), (742, 654), (747, 642), (743, 632), (737, 626), (734, 620), (736, 607), (735, 593), (745, 577), (748, 571), (746, 555), (765, 536), (773, 541), (776, 547)]
IMG_00538.png;(369, 716);[(336, 754), (332, 752), (331, 749), (335, 735), (340, 729), (348, 721), (356, 711), (361, 698), (364, 691), (370, 682), (382, 680), (385, 680), (398, 679), (400, 693), (390, 708), (386, 715), (381, 730), (380, 740), (389, 740), (392, 743), (394, 750), (391, 757), (383, 764), (316, 767), (311, 766), (312, 761), (317, 759), (323, 759), (328, 759), (332, 759)]
IMG_00538.png;(345, 603);[(284, 600), (292, 603), (295, 602), (297, 598), (317, 597), (321, 592), (329, 589), (333, 586), (341, 581), (344, 579), (352, 584), (359, 584), (360, 590), (360, 601), (364, 596), (373, 588), (378, 580), (374, 575), (374, 573), (378, 566), (380, 564), (381, 560), (377, 556), (376, 550), (379, 547), (385, 544), (392, 545), (392, 546), (392, 552), (391, 563), (392, 567), (396, 569), (401, 572), (409, 574), (412, 579), (412, 584), (410, 588), (401, 600), (388, 600), (384, 604), (374, 607), (365, 614), (356, 616), (351, 621), (346, 627), (338, 635), (331, 638), (330, 638), (320, 638), (320, 631), (320, 629), (315, 627), (314, 626), (312, 617), (308, 617), (301, 617), (294, 614), (287, 606)]
IMG_00538.png;(794, 287);[(745, 296), (751, 294), (766, 292), (779, 287), (783, 280), (784, 276), (790, 271), (801, 268), (811, 267), (819, 264), (819, 264), (823, 264), (823, 276), (818, 280), (825, 281), (826, 287), (821, 290), (815, 294), (810, 298), (806, 300), (802, 301), (793, 306), (775, 312), (766, 317), (755, 317), (755, 317), (749, 317), (745, 317), (737, 315)]
IMG_00539.png;(915, 300);[(970, 208), (961, 198), (950, 218), (934, 229), (914, 249), (896, 267), (863, 277), (868, 297), (838, 302), (826, 312), (837, 332), (853, 347), (859, 342), (873, 343), (874, 353), (912, 352), (923, 341), (949, 334), (973, 312), (989, 293), (1016, 271), (1022, 260), (1023, 164), (1000, 143), (989, 137), (973, 140), (968, 146), (972, 155), (967, 161), (974, 170), (971, 179), (974, 188)]
IMG_00539.png;(935, 529);[(799, 552), (802, 552), (816, 541), (832, 526), (844, 516), (858, 502), (861, 497), (871, 478), (875, 470), (884, 456), (891, 448), (900, 437), (903, 430), (908, 426), (916, 418), (939, 392), (942, 401), (942, 411), (948, 419), (950, 401), (956, 403), (963, 403), (971, 404), (979, 405), (981, 399), (972, 391), (950, 389), (940, 388), (945, 385), (951, 374), (958, 370), (963, 368), (979, 363), (982, 358), (991, 342), (1001, 319), (1007, 293), (1017, 300), (1022, 304), (1014, 575), (1014, 590), (1015, 596), (1018, 600), (1015, 608), (1009, 612), (991, 625), (983, 635), (981, 641), (971, 656), (945, 692), (941, 699), (931, 718), (923, 736), (919, 758), (919, 766), (766, 766), (763, 763), (764, 744), (749, 748), (746, 748), (741, 747), (736, 746), (728, 743), (724, 741), (720, 739), (719, 731), (724, 718), (743, 724), (757, 723), (773, 721), (789, 723), (794, 730), (797, 739), (801, 746), (805, 747), (810, 739), (811, 731), (816, 717), (821, 716), (831, 716), (840, 716), (846, 713), (850, 702), (847, 698), (847, 690), (850, 678), (853, 674), (862, 657), (865, 655), (873, 643), (875, 640), (875, 626), (869, 622), (860, 611), (850, 600), (841, 583), (832, 578), (824, 572), (817, 568), (807, 560), (804, 557), (804, 555)]
IMG_00539.png;(593, 603);[(588, 557), (595, 564), (604, 576), (611, 584), (617, 590), (613, 596), (610, 605), (602, 615), (598, 625), (597, 633), (592, 644), (591, 647), (583, 650), (577, 648), (568, 642), (561, 631), (552, 621), (548, 615), (545, 603), (543, 601), (552, 593), (560, 590), (563, 587), (564, 585), (568, 585), (573, 584), (574, 581), (574, 576), (577, 566), (577, 562), (577, 554), (581, 552)]
IMG_00539.png;(533, 714);[(586, 710), (586, 702), (509, 683), (479, 692), (503, 738), (553, 734), (562, 738), (576, 722), (590, 716)]
